participantId,group,instructionCondition,trialNumber,block,condition,userChoice,outcome,reactionTime,isCorrect,hidden_state,false_feedback
8b1d2fbe,B,Instructions,1,block1,medium_noise,0,win,2201,1,0,0
8b1d2fbe,B,Instructions,2,block1,medium_noise,0,win,725,1,0,0
8b1d2fbe,B,Instructions,3,block1,medium_noise,0,win,658,1,0,0
8b1d2fbe,B,Instructions,4,block1,medium_noise,0,win,508,1,0,0
8b1d2fbe,B,Instructions,5,block1,medium_noise,0,win,761,1,0,0
8b1d2fbe,B,Instructions,6,block1,medium_noise,0,win,861,1,0,0
8b1d2fbe,B,Instructions,7,block1,medium_noise,0,win,604,1,0,0
8b1d2fbe,B,Instructions,8,block1,medium_noise,0,win,635,1,0,0
8b1d2fbe,B,Instructions,9,block1,medium_noise,0,win,756,1,0,0
8b1d2fbe,B,Instructions,10,block1,medium_noise,0,win,650,1,0,0
8b1d2fbe,B,Instructions,11,block1,medium_noise,0,win,556,1,0,0
8b1d2fbe,B,Instructions,12,block1,medium_noise,0,win,626,1,0,0
8b1d2fbe,B,Instructions,13,block1,medium_noise,0,win,857,1,0,0
8b1d2fbe,B,Instructions,14,block1,medium_noise,0,win,518,0,1,1
8b1d2fbe,B,Instructions,15,block1,medium_noise,0,loss,524,0,1,0
8b1d2fbe,B,Instructions,16,block1,medium_noise,0,win,735,0,1,1
8b1d2fbe,B,Instructions,17,block1,medium_noise,0,win,503,1,0,0
8b1d2fbe,B,Instructions,18,block1,medium_noise,0,win,632,1,0,0
8b1d2fbe,B,Instructions,19,block1,medium_noise,0,win,676,1,0,0
8b1d2fbe,B,Instructions,20,block1,medium_noise,0,win,640,1,0,0
8b1d2fbe,B,Instructions,21,block1,medium_noise,0,win,664,1,0,0
8b1d2fbe,B,Instructions,22,block1,medium_noise,0,win,536,1,0,0
8b1d2fbe,B,Instructions,23,block1,medium_noise,0,win,717,1,0,0
8b1d2fbe,B,Instructions,24,block1,medium_noise,0,win,549,1,0,0
8b1d2fbe,B,Instructions,25,block1,medium_noise,0,win,580,1,0,0
8b1d2fbe,B,Instructions,26,block1,medium_noise,0,win,594,1,0,0
8b1d2fbe,B,Instructions,27,block1,medium_noise,0,win,666,1,0,0
8b1d2fbe,B,Instructions,28,block1,medium_noise,0,loss,583,1,0,1
8b1d2fbe,B,Instructions,29,block1,medium_noise,1,win,1165,0,0,1
8b1d2fbe,B,Instructions,30,block1,medium_noise,1,loss,548,0,0,0
8b1d2fbe,B,Instructions,31,block1,medium_noise,1,loss,800,0,0,0
8b1d2fbe,B,Instructions,32,block1,medium_noise,0,win,233,1,0,0
8b1d2fbe,B,Instructions,33,block1,medium_noise,0,win,489,1,0,0
